Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-13-10000-1000-001.kna,1000000,1,31234,31219,43719,6068.230341672897,results/5/item_solutions/pi-13-10000-1000-001.kna_1000000_1_items.csv
pi-13-10000-1000-001.kna,1000000,10,31234,31227,41847,5034.528251409531,results/5/item_solutions/pi-13-10000-1000-001.kna_1000000_10_items.csv
pi-13-10000-1000-001.kna,1000000,15,31234,31230,40950,4742.246073722839,results/5/item_solutions/pi-13-10000-1000-001.kna_1000000_15_items.csv
pi-13-10000-1000-001.kna,1000000,20,31234,31220,42900,7868.828242540359,results/5/item_solutions/pi-13-10000-1000-001.kna_1000000_20_items.csv
pi-13-10000-1000-001.kna,1000000,5,31234,31231,41691,5014.439626932144,results/5/item_solutions/pi-13-10000-1000-001.kna_1000000_5_items.csv
pi-13-10000-1000-001.kna,100000,1,31234,31234,42354,557.7538487911224,results/5/item_solutions/pi-13-10000-1000-001.kna_100000_1_items.csv
pi-13-10000-1000-001.kna,100000,10,31234,31228,42588,583.1314537525177,results/5/item_solutions/pi-13-10000-1000-001.kna_100000_10_items.csv
pi-13-10000-1000-001.kna,100000,15,31234,31231,41691,558.3289268016815,results/5/item_solutions/pi-13-10000-1000-001.kna_100000_15_items.csv
pi-13-10000-1000-001.kna,100000,20,31234,31230,42510,578.7687036991119,results/5/item_solutions/pi-13-10000-1000-001.kna_100000_20_items.csv
pi-13-10000-1000-001.kna,100000,5,31234,31228,42588,532.3675606250763,results/5/item_solutions/pi-13-10000-1000-001.kna_100000_5_items.csv
pi-13-10000-1000-001.kna,10000,1,31234,31223,42003,52.22916769981384,results/5/item_solutions/pi-13-10000-1000-001.kna_10000_1_items.csv
pi-13-10000-1000-001.kna,10000,10,31234,31221,42081,54.34408187866211,results/5/item_solutions/pi-13-10000-1000-001.kna_10000_10_items.csv
pi-13-10000-1000-001.kna,10000,15,31234,31222,42822,53.76449513435364,results/5/item_solutions/pi-13-10000-1000-001.kna_10000_15_items.csv
pi-13-10000-1000-001.kna,10000,20,31234,31229,41769,53.449183225631714,results/5/item_solutions/pi-13-10000-1000-001.kna_10000_20_items.csv
pi-13-10000-1000-001.kna,10000,5,31234,31234,42354,59.87151741981506,results/5/item_solutions/pi-13-10000-1000-001.kna_10000_5_items.csv
pi-13-10000-1000-001.kna,1000,1,31234,31229,43329,6.006444454193115,results/5/item_solutions/pi-13-10000-1000-001.kna_1000_1_items.csv
pi-13-10000-1000-001.kna,1000,10,31234,31227,43407,6.332886934280396,results/5/item_solutions/pi-13-10000-1000-001.kna_1000_10_items.csv
pi-13-10000-1000-001.kna,1000,15,31234,31227,41847,5.361091375350952,results/5/item_solutions/pi-13-10000-1000-001.kna_1000_15_items.csv
pi-13-10000-1000-001.kna,1000,20,31234,31234,42354,6.566510677337647,results/5/item_solutions/pi-13-10000-1000-001.kna_1000_20_items.csv
pi-13-10000-1000-001.kna,1000,5,31234,31229,43329,7.32965350151062,results/5/item_solutions/pi-13-10000-1000-001.kna_1000_5_items.csv
pi-13-10000-1000-001.kna,100,1,31234,31222,41262,0.5633025169372559,results/5/item_solutions/pi-13-10000-1000-001.kna_100_1_items.csv
pi-13-10000-1000-001.kna,100,10,31234,31219,42159,0.6849725246429443,results/5/item_solutions/pi-13-10000-1000-001.kna_100_10_items.csv
pi-13-10000-1000-001.kna,100,15,31234,31229,41769,0.6006796360015869,results/5/item_solutions/pi-13-10000-1000-001.kna_100_15_items.csv
pi-13-10000-1000-001.kna,100,20,31234,31221,42081,0.6182653903961182,results/5/item_solutions/pi-13-10000-1000-001.kna_100_20_items.csv
pi-13-10000-1000-001.kna,100,5,31234,31227,41847,0.5578701496124268,results/5/item_solutions/pi-13-10000-1000-001.kna_100_5_items.csv
pi-13-10000-1000-001.kna,10,1,31234,31227,41847,0.093069314956665,results/5/item_solutions/pi-13-10000-1000-001.kna_10_1_items.csv
pi-13-10000-1000-001.kna,10,10,31234,31219,42159,0.1097776889801025,results/5/item_solutions/pi-13-10000-1000-001.kna_10_10_items.csv
pi-13-10000-1000-001.kna,10,15,31234,31232,42432,0.0545845031738281,results/5/item_solutions/pi-13-10000-1000-001.kna_10_15_items.csv
pi-13-10000-1000-001.kna,10,20,31234,31232,42432,0.0976009368896484,results/5/item_solutions/pi-13-10000-1000-001.kna_10_20_items.csv
pi-13-10000-1000-001.kna,10,5,31234,31229,41769,0.09515380859375,results/5/item_solutions/pi-13-10000-1000-001.kna_10_5_items.csv
pi-13-10000-1000-001.kna,500000,1,31234,31226,42666,2842.2148604393005,results/5/item_solutions/pi-13-10000-1000-001.kna_500000_1_items.csv
pi-13-10000-1000-001.kna,500000,10,31234,31217,42237,2475.456614971161,results/5/item_solutions/pi-13-10000-1000-001.kna_500000_10_items.csv
pi-13-10000-1000-001.kna,500000,15,31234,31228,42588,2678.832438707352,results/5/item_solutions/pi-13-10000-1000-001.kna_500000_15_items.csv
pi-13-10000-1000-001.kna,500000,20,31234,31221,40521,2342.182863473892,results/5/item_solutions/pi-13-10000-1000-001.kna_500000_20_items.csv
pi-13-10000-1000-001.kna,500000,5,31234,31224,41184,2451.188381910324,results/5/item_solutions/pi-13-10000-1000-001.kna_500000_5_items.csv
pi-13-10000-1000-001.kna,50000,1,31234,31227,43407,292.003933429718,results/5/item_solutions/pi-13-10000-1000-001.kna_50000_1_items.csv
pi-13-10000-1000-001.kna,50000,10,31234,31227,41847,268.2838537693024,results/5/item_solutions/pi-13-10000-1000-001.kna_50000_10_items.csv
pi-13-10000-1000-001.kna,50000,15,31234,31231,41691,263.2959268093109,results/5/item_solutions/pi-13-10000-1000-001.kna_50000_15_items.csv
pi-13-10000-1000-001.kna,50000,20,31234,31234,42354,289.8580837249756,results/5/item_solutions/pi-13-10000-1000-001.kna_50000_20_items.csv
pi-13-10000-1000-001.kna,50000,5,31234,31219,42159,268.6903238296509,results/5/item_solutions/pi-13-10000-1000-001.kna_50000_5_items.csv
pi-13-10000-1000-001.kna,5000,1,31234,31223,42003,26.489049434661865,results/5/item_solutions/pi-13-10000-1000-001.kna_5000_1_items.csv
pi-13-10000-1000-001.kna,5000,10,31234,31218,42978,29.294591426849365,results/5/item_solutions/pi-13-10000-1000-001.kna_5000_10_items.csv
pi-13-10000-1000-001.kna,5000,15,31234,31229,41769,24.425600051879883,results/5/item_solutions/pi-13-10000-1000-001.kna_5000_15_items.csv
pi-13-10000-1000-001.kna,5000,20,31234,31231,43251,28.06373691558838,results/5/item_solutions/pi-13-10000-1000-001.kna_5000_20_items.csv
pi-13-10000-1000-001.kna,5000,5,31234,31219,42159,28.366127729415894,results/5/item_solutions/pi-13-10000-1000-001.kna_5000_5_items.csv
pi-13-10000-1000-001.kna,500,1,31234,31226,42666,2.807817220687866,results/5/item_solutions/pi-13-10000-1000-001.kna_500_1_items.csv
pi-13-10000-1000-001.kna,500,10,31234,31221,42081,2.935723066329956,results/5/item_solutions/pi-13-10000-1000-001.kna_500_10_items.csv
pi-13-10000-1000-001.kna,500,15,31234,31224,41184,3.048744201660156,results/5/item_solutions/pi-13-10000-1000-001.kna_500_15_items.csv
pi-13-10000-1000-001.kna,500,20,31234,31223,43563,3.191494941711426,results/5/item_solutions/pi-13-10000-1000-001.kna_500_20_items.csv
pi-13-10000-1000-001.kna,500,5,31234,31227,43407,3.194854974746704,results/5/item_solutions/pi-13-10000-1000-001.kna_500_5_items.csv
