Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-15-10000-1000-001.kna,1000000,1,49297,49297,49413,5689.2303965091705,results/8/item_solutions/pi-15-10000-1000-001.kna_1000000_1_items.csv
pi-15-10000-1000-001.kna,1000000,10,49297,49297,49410,5666.787668466568,results/8/item_solutions/pi-15-10000-1000-001.kna_1000000_10_items.csv
pi-15-10000-1000-001.kna,1000000,15,49297,49297,49389,5820.983638763428,results/8/item_solutions/pi-15-10000-1000-001.kna_1000000_15_items.csv
pi-15-10000-1000-001.kna,1000000,20,49297,49297,49419,5248.391664028168,results/8/item_solutions/pi-15-10000-1000-001.kna_1000000_20_items.csv
pi-15-10000-1000-001.kna,1000000,5,49297,49297,49386,5257.103888750076,results/8/item_solutions/pi-15-10000-1000-001.kna_1000000_5_items.csv
pi-15-10000-1000-001.kna,100000,1,49297,49297,49419,609.6400811672211,results/8/item_solutions/pi-15-10000-1000-001.kna_100000_1_items.csv
pi-15-10000-1000-001.kna,100000,10,49297,49297,49413,588.0355086326599,results/8/item_solutions/pi-15-10000-1000-001.kna_100000_10_items.csv
pi-15-10000-1000-001.kna,100000,15,49297,49297,49410,595.7485511302948,results/8/item_solutions/pi-15-10000-1000-001.kna_100000_15_items.csv
pi-15-10000-1000-001.kna,100000,20,49297,49297,49389,598.2618598937988,results/8/item_solutions/pi-15-10000-1000-001.kna_100000_20_items.csv
pi-15-10000-1000-001.kna,100000,5,49297,49297,49389,568.5284805297852,results/8/item_solutions/pi-15-10000-1000-001.kna_100000_5_items.csv
pi-15-10000-1000-001.kna,10000,1,49297,49297,49398,59.26984667778015,results/8/item_solutions/pi-15-10000-1000-001.kna_10000_1_items.csv
pi-15-10000-1000-001.kna,10000,10,49297,49297,49407,64.39496159553528,results/8/item_solutions/pi-15-10000-1000-001.kna_10000_10_items.csv
pi-15-10000-1000-001.kna,10000,15,49297,49297,49410,65.12932801246643,results/8/item_solutions/pi-15-10000-1000-001.kna_10000_15_items.csv
pi-15-10000-1000-001.kna,10000,20,49297,49297,49410,68.0477385520935,results/8/item_solutions/pi-15-10000-1000-001.kna_10000_20_items.csv
pi-15-10000-1000-001.kna,10000,5,49297,49297,49413,60.69066095352173,results/8/item_solutions/pi-15-10000-1000-001.kna_10000_5_items.csv
pi-15-10000-1000-001.kna,1000,1,49297,49297,49410,7.0197594165802,results/8/item_solutions/pi-15-10000-1000-001.kna_1000_1_items.csv
pi-15-10000-1000-001.kna,1000,10,49297,49297,49422,6.242172002792358,results/8/item_solutions/pi-15-10000-1000-001.kna_1000_10_items.csv
pi-15-10000-1000-001.kna,1000,15,49297,49297,49425,6.192702054977417,results/8/item_solutions/pi-15-10000-1000-001.kna_1000_15_items.csv
pi-15-10000-1000-001.kna,1000,20,49297,49297,49413,6.592607021331787,results/8/item_solutions/pi-15-10000-1000-001.kna_1000_20_items.csv
pi-15-10000-1000-001.kna,1000,5,49297,49297,49428,6.48587703704834,results/8/item_solutions/pi-15-10000-1000-001.kna_1000_5_items.csv
pi-15-10000-1000-001.kna,100,1,49297,49297,49410,0.7182137966156006,results/8/item_solutions/pi-15-10000-1000-001.kna_100_1_items.csv
pi-15-10000-1000-001.kna,100,10,49297,49297,49425,0.6342008113861084,results/8/item_solutions/pi-15-10000-1000-001.kna_100_10_items.csv
pi-15-10000-1000-001.kna,100,15,49297,49297,49422,0.6330959796905518,results/8/item_solutions/pi-15-10000-1000-001.kna_100_15_items.csv
pi-15-10000-1000-001.kna,100,20,49297,49297,49419,0.7108151912689209,results/8/item_solutions/pi-15-10000-1000-001.kna_100_20_items.csv
pi-15-10000-1000-001.kna,100,5,49297,49297,49425,0.7027082443237305,results/8/item_solutions/pi-15-10000-1000-001.kna_100_5_items.csv
pi-15-10000-1000-001.kna,500000,1,49297,49297,49389,2900.20512008667,results/8/item_solutions/pi-15-10000-1000-001.kna_500000_1_items.csv
pi-15-10000-1000-001.kna,500000,10,49297,49297,49416,2761.197968006134,results/8/item_solutions/pi-15-10000-1000-001.kna_500000_10_items.csv
pi-15-10000-1000-001.kna,500000,15,49297,49297,49404,2766.798421382904,results/8/item_solutions/pi-15-10000-1000-001.kna_500000_15_items.csv
pi-15-10000-1000-001.kna,500000,20,49297,49297,49404,2761.420135498047,results/8/item_solutions/pi-15-10000-1000-001.kna_500000_20_items.csv
pi-15-10000-1000-001.kna,500000,5,49297,49297,49395,2775.7652156353,results/8/item_solutions/pi-15-10000-1000-001.kna_500000_5_items.csv
