Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-12-10000-1000-001.kna,1000000,1,45132,45120,41228,5738.094025611877,results/2/item_solutions/pi-12-10000-1000-001.kna_1000000_1_items.csv
pi-12-10000-1000-001.kna,1000000,10,45132,45115,41615,7653.211806535721,results/2/item_solutions/pi-12-10000-1000-001.kna_1000000_10_items.csv
pi-12-10000-1000-001.kna,1000000,15,45132,45126,41850,6830.527006626129,results/2/item_solutions/pi-12-10000-1000-001.kna_1000000_15_items.csv
pi-12-10000-1000-001.kna,1000000,20,45132,45103,41729,7537.880444049835,results/2/item_solutions/pi-12-10000-1000-001.kna_1000000_20_items.csv
pi-12-10000-1000-001.kna,1000000,5,45132,45103,41729,7088.749817371368,results/2/item_solutions/pi-12-10000-1000-001.kna_1000000_5_items.csv
pi-12-10000-1000-001.kna,100000,1,45132,45102,42078,533.9750549793243,results/2/item_solutions/pi-12-10000-1000-001.kna_100000_1_items.csv
pi-12-10000-1000-001.kna,100000,10,45132,45106,42040,563.5456118583679,results/2/item_solutions/pi-12-10000-1000-001.kna_100000_10_items.csv
pi-12-10000-1000-001.kna,100000,15,45132,45120,41228,620.3323047161102,results/2/item_solutions/pi-12-10000-1000-001.kna_100000_15_items.csv
pi-12-10000-1000-001.kna,100000,20,45132,45122,40530,628.8284616470337,results/2/item_solutions/pi-12-10000-1000-001.kna_100000_20_items.csv
pi-12-10000-1000-001.kna,100000,5,45132,45118,41926,557.2385892868042,results/2/item_solutions/pi-12-10000-1000-001.kna_100000_5_items.csv
pi-12-10000-1000-001.kna,10000,1,45132,45126,41850,54.79172444343567,results/2/item_solutions/pi-12-10000-1000-001.kna_10000_1_items.csv
pi-12-10000-1000-001.kna,10000,10,45132,45104,41380,61.28079438209534,results/2/item_solutions/pi-12-10000-1000-001.kna_10000_10_items.csv
pi-12-10000-1000-001.kna,10000,15,45132,45110,42002,55.409912109375,results/2/item_solutions/pi-12-10000-1000-001.kna_10000_15_items.csv
pi-12-10000-1000-001.kna,10000,20,45132,45129,42161,59.22460675239563,results/2/item_solutions/pi-12-10000-1000-001.kna_10000_20_items.csv
pi-12-10000-1000-001.kna,10000,5,45132,45132,41114,58.187979221344,results/2/item_solutions/pi-12-10000-1000-001.kna_10000_5_items.csv
pi-12-10000-1000-001.kna,1000,1,45132,45106,42040,5.3021111488342285,results/2/item_solutions/pi-12-10000-1000-001.kna_1000_1_items.csv
pi-12-10000-1000-001.kna,1000,10,45132,45106,42040,5.992893695831299,results/2/item_solutions/pi-12-10000-1000-001.kna_1000_10_items.csv
pi-12-10000-1000-001.kna,1000,15,45132,45114,41964,6.048568487167358,results/2/item_solutions/pi-12-10000-1000-001.kna_1000_15_items.csv
pi-12-10000-1000-001.kna,1000,20,45132,45122,41888,5.862293243408203,results/2/item_solutions/pi-12-10000-1000-001.kna_1000_20_items.csv
pi-12-10000-1000-001.kna,1000,5,45132,45125,42199,5.147351264953613,results/2/item_solutions/pi-12-10000-1000-001.kna_1000_5_items.csv
pi-12-10000-1000-001.kna,100,1,45132,45130,41812,0.5519740581512451,results/2/item_solutions/pi-12-10000-1000-001.kna_100_1_items.csv
pi-12-10000-1000-001.kna,100,10,45132,45118,41926,0.4981842041015625,results/2/item_solutions/pi-12-10000-1000-001.kna_100_10_items.csv
pi-12-10000-1000-001.kna,100,15,45132,45118,41926,0.590895414352417,results/2/item_solutions/pi-12-10000-1000-001.kna_100_15_items.csv
pi-12-10000-1000-001.kna,100,20,45132,45121,42237,0.6637496948242188,results/2/item_solutions/pi-12-10000-1000-001.kna_100_20_items.csv
pi-12-10000-1000-001.kna,100,5,45132,45127,42859,0.5609545707702637,results/2/item_solutions/pi-12-10000-1000-001.kna_100_5_items.csv
pi-12-10000-1000-001.kna,500000,1,45132,45117,40917,3163.23525929451,results/2/item_solutions/pi-12-10000-1000-001.kna_500000_1_items.csv
pi-12-10000-1000-001.kna,500000,10,45132,45118,40568,2884.574019908905,results/2/item_solutions/pi-12-10000-1000-001.kna_500000_10_items.csv
pi-12-10000-1000-001.kna,500000,15,45132,45128,41152,2891.4313554763794,results/2/item_solutions/pi-12-10000-1000-001.kna_500000_15_items.csv
pi-12-10000-1000-001.kna,500000,20,45132,45127,41501,3018.802525997162,results/2/item_solutions/pi-12-10000-1000-001.kna_500000_20_items.csv
pi-12-10000-1000-001.kna,500000,5,45132,45103,41729,2712.3925931453705,results/2/item_solutions/pi-12-10000-1000-001.kna_500000_5_items.csv
pi-12-10000-1000-001.kna,50000,1,45132,45105,42389,257.00438022613525,results/2/item_solutions/pi-12-10000-1000-001.kna_50000_1_items.csv
pi-12-10000-1000-001.kna,50000,10,45132,45119,41577,280.2061367034912,results/2/item_solutions/pi-12-10000-1000-001.kna_50000_10_items.csv
pi-12-10000-1000-001.kna,50000,15,45132,45100,41418,341.36445689201355,results/2/item_solutions/pi-12-10000-1000-001.kna_50000_15_items.csv
pi-12-10000-1000-001.kna,50000,20,45132,45130,41812,303.13228058815,results/2/item_solutions/pi-12-10000-1000-001.kna_50000_20_items.csv
pi-12-10000-1000-001.kna,50000,5,45132,45105,41031,277.54034185409546,results/2/item_solutions/pi-12-10000-1000-001.kna_50000_5_items.csv
pi-12-10000-1000-001.kna,5000,1,45132,45109,42351,25.89445281028748,results/2/item_solutions/pi-12-10000-1000-001.kna_5000_1_items.csv
pi-12-10000-1000-001.kna,5000,10,45132,45117,42275,29.249302864074707,results/2/item_solutions/pi-12-10000-1000-001.kna_5000_10_items.csv
pi-12-10000-1000-001.kna,5000,15,45132,45114,41964,28.646522521972656,results/2/item_solutions/pi-12-10000-1000-001.kna_5000_15_items.csv
pi-12-10000-1000-001.kna,5000,20,45132,45125,42199,27.12929654121399,results/2/item_solutions/pi-12-10000-1000-001.kna_5000_20_items.csv
pi-12-10000-1000-001.kna,5000,5,45132,45129,42161,29.749037742614743,results/2/item_solutions/pi-12-10000-1000-001.kna_5000_5_items.csv
pi-12-10000-1000-001.kna,500,1,45132,45117,42275,2.634922504425049,results/2/item_solutions/pi-12-10000-1000-001.kna_500_1_items.csv
pi-12-10000-1000-001.kna,500,10,45132,45120,42586,2.9378015995025635,results/2/item_solutions/pi-12-10000-1000-001.kna_500_10_items.csv
pi-12-10000-1000-001.kna,500,15,45132,45114,41964,2.9676554203033447,results/2/item_solutions/pi-12-10000-1000-001.kna_500_15_items.csv
pi-12-10000-1000-001.kna,500,20,45132,45122,41888,3.1270980834960938,results/2/item_solutions/pi-12-10000-1000-001.kna_500_20_items.csv
pi-12-10000-1000-001.kna,500,5,45132,45132,42472,2.71567440032959,results/2/item_solutions/pi-12-10000-1000-001.kna_500_5_items.csv
pi-12-10000-1000-001.kna,50,1,45132,45106,42040,0.298372745513916,results/2/item_solutions/pi-12-10000-1000-001.kna_50_1_items.csv
pi-12-10000-1000-001.kna,50,10,45132,45130,41812,0.342052698135376,results/2/item_solutions/pi-12-10000-1000-001.kna_50_10_items.csv
pi-12-10000-1000-001.kna,50,15,45132,45126,41850,0.2614855766296386,results/2/item_solutions/pi-12-10000-1000-001.kna_50_15_items.csv
