Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-15-1000-1000-001.kna,1000000,1,4816,4816,4833,227.7282886505127,results/7/item_solutions/pi-15-1000-1000-001.kna_1000000_1_items.csv
pi-15-1000-1000-001.kna,1000000,10,4816,4815,4824,341.4854979515076,results/7/item_solutions/pi-15-1000-1000-001.kna_1000000_10_items.csv
pi-15-1000-1000-001.kna,1000000,15,4816,4816,4833,263.7018060684204,results/7/item_solutions/pi-15-1000-1000-001.kna_1000000_15_items.csv
pi-15-1000-1000-001.kna,1000000,20,4816,4816,4830,294.6463952064514,results/7/item_solutions/pi-15-1000-1000-001.kna_1000000_20_items.csv
pi-15-1000-1000-001.kna,1000000,5,4816,4816,4827,244.3339388370514,results/7/item_solutions/pi-15-1000-1000-001.kna_1000000_5_items.csv
pi-15-1000-1000-001.kna,100000,1,4816,4816,4830,20.38657593727112,results/7/item_solutions/pi-15-1000-1000-001.kna_100000_1_items.csv
pi-15-1000-1000-001.kna,100000,10,4816,4816,4833,25.40337872505188,results/7/item_solutions/pi-15-1000-1000-001.kna_100000_10_items.csv
pi-15-1000-1000-001.kna,100000,15,4816,4816,4836,25.668397426605225,results/7/item_solutions/pi-15-1000-1000-001.kna_100000_15_items.csv
pi-15-1000-1000-001.kna,100000,20,4816,4816,4827,27.80883264541626,results/7/item_solutions/pi-15-1000-1000-001.kna_100000_20_items.csv
pi-15-1000-1000-001.kna,100000,5,4816,4815,4830,24.41773009300232,results/7/item_solutions/pi-15-1000-1000-001.kna_100000_5_items.csv
pi-15-1000-1000-001.kna,10000,1,4816,4816,4830,2.6115612983703613,results/7/item_solutions/pi-15-1000-1000-001.kna_10000_1_items.csv
pi-15-1000-1000-001.kna,10000,10,4816,4816,4827,2.9723904132843018,results/7/item_solutions/pi-15-1000-1000-001.kna_10000_10_items.csv
pi-15-1000-1000-001.kna,10000,15,4816,4816,4824,2.526063919067383,results/7/item_solutions/pi-15-1000-1000-001.kna_10000_15_items.csv
pi-15-1000-1000-001.kna,10000,20,4816,4816,4833,2.4684243202209477,results/7/item_solutions/pi-15-1000-1000-001.kna_10000_20_items.csv
pi-15-1000-1000-001.kna,10000,5,4816,4816,4836,1.8215749263763428,results/7/item_solutions/pi-15-1000-1000-001.kna_10000_5_items.csv
