Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-13-1000-1000-001.kna,1000000,1,3177,3166,4446,237.0011138916016,results/4/item_solutions/pi-13-1000-1000-001.kna_1000000_1_items.csv
pi-13-1000-1000-001.kna,1000000,10,3177,3168,4368,231.37696743011475,results/4/item_solutions/pi-13-1000-1000-001.kna_1000000_10_items.csv
pi-13-1000-1000-001.kna,1000000,15,3177,3170,4290,211.67198777198792,results/4/item_solutions/pi-13-1000-1000-001.kna_1000000_15_items.csv
pi-13-1000-1000-001.kna,1000000,20,3177,3175,4875,283.46908354759216,results/4/item_solutions/pi-13-1000-1000-001.kna_1000000_20_items.csv
pi-13-1000-1000-001.kna,1000000,5,3177,3170,4290,189.4319920539856,results/4/item_solutions/pi-13-1000-1000-001.kna_1000000_5_items.csv
pi-13-1000-1000-001.kna,100000,1,3177,3166,4446,20.80686044692993,results/4/item_solutions/pi-13-1000-1000-001.kna_100000_1_items.csv
pi-13-1000-1000-001.kna,100000,10,3177,3166,4446,22.51587462425232,results/4/item_solutions/pi-13-1000-1000-001.kna_100000_10_items.csv
pi-13-1000-1000-001.kna,100000,15,3177,3166,4446,22.835777759552,results/4/item_solutions/pi-13-1000-1000-001.kna_100000_15_items.csv
pi-13-1000-1000-001.kna,100000,20,3177,3162,4602,23.418864727020264,results/4/item_solutions/pi-13-1000-1000-001.kna_100000_20_items.csv
pi-13-1000-1000-001.kna,100000,5,3177,3168,4368,21.33275437355041,results/4/item_solutions/pi-13-1000-1000-001.kna_100000_5_items.csv
pi-13-1000-1000-001.kna,10000,1,3177,3172,4212,1.924789905548096,results/4/item_solutions/pi-13-1000-1000-001.kna_10000_1_items.csv
pi-13-1000-1000-001.kna,10000,10,3177,3177,4797,2.293987512588501,results/4/item_solutions/pi-13-1000-1000-001.kna_10000_10_items.csv
pi-13-1000-1000-001.kna,10000,15,3177,3172,4212,2.7772676944732666,results/4/item_solutions/pi-13-1000-1000-001.kna_10000_15_items.csv
pi-13-1000-1000-001.kna,10000,20,3177,3160,4680,2.3116588592529297,results/4/item_solutions/pi-13-1000-1000-001.kna_10000_20_items.csv
pi-13-1000-1000-001.kna,10000,5,3177,3170,4290,1.989459753036499,results/4/item_solutions/pi-13-1000-1000-001.kna_10000_5_items.csv
pi-13-1000-1000-001.kna,1000,1,3177,3174,4134,0.2353715896606445,results/4/item_solutions/pi-13-1000-1000-001.kna_1000_1_items.csv
pi-13-1000-1000-001.kna,1000,10,3177,3162,4602,0.2561159133911133,results/4/item_solutions/pi-13-1000-1000-001.kna_1000_10_items.csv
pi-13-1000-1000-001.kna,1000,15,3177,3175,4875,0.2246615886688232,results/4/item_solutions/pi-13-1000-1000-001.kna_1000_15_items.csv
pi-13-1000-1000-001.kna,1000,20,3177,3164,4524,0.2773308753967285,results/4/item_solutions/pi-13-1000-1000-001.kna_1000_20_items.csv
pi-13-1000-1000-001.kna,1000,5,3177,3168,4368,0.2192902565002441,results/4/item_solutions/pi-13-1000-1000-001.kna_1000_5_items.csv
pi-13-1000-1000-001.kna,100,1,3177,3164,4524,0.0276436805725097,results/4/item_solutions/pi-13-1000-1000-001.kna_100_1_items.csv
pi-13-1000-1000-001.kna,100,10,3177,3164,4524,0.0270376205444335,results/4/item_solutions/pi-13-1000-1000-001.kna_100_10_items.csv
pi-13-1000-1000-001.kna,100,15,3177,3164,4524,0.0243234634399414,results/4/item_solutions/pi-13-1000-1000-001.kna_100_15_items.csv
pi-13-1000-1000-001.kna,100,20,3177,3173,4953,0.0261275768280029,results/4/item_solutions/pi-13-1000-1000-001.kna_100_20_items.csv
pi-13-1000-1000-001.kna,100,5,3177,3172,4212,0.0242233276367187,results/4/item_solutions/pi-13-1000-1000-001.kna_100_5_items.csv
pi-13-1000-1000-001.kna,10,1,3177,3162,4602,0.0021090507507324,results/4/item_solutions/pi-13-1000-1000-001.kna_10_1_items.csv
