Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-12-1000-1000-001.kna,1000000,1,4556,4501,4431,271.08083319664,results/1/item_solutions/pi-12-1000-1000-001.kna_1000000_1_items.csv
pi-12-1000-1000-001.kna,1000000,10,4556,4528,4514,251.1317727565765,results/1/item_solutions/pi-12-1000-1000-001.kna_1000000_10_items.csv
pi-12-1000-1000-001.kna,1000000,15,4556,4532,4476,200.94095134735107,results/1/item_solutions/pi-12-1000-1000-001.kna_1000000_15_items.csv
pi-12-1000-1000-001.kna,1000000,20,4556,4533,4127,267.1831636428833,results/1/item_solutions/pi-12-1000-1000-001.kna_1000000_20_items.csv
pi-12-1000-1000-001.kna,1000000,5,4556,4540,4400,332.2588703632355,results/1/item_solutions/pi-12-1000-1000-001.kna_1000000_5_items.csv
pi-12-1000-1000-001.kna,100000,1,4556,4521,4241,26.69176745414734,results/1/item_solutions/pi-12-1000-1000-001.kna_100000_1_items.csv
pi-12-1000-1000-001.kna,100000,10,4556,4544,4362,24.015660285949707,results/1/item_solutions/pi-12-1000-1000-001.kna_100000_10_items.csv
pi-12-1000-1000-001.kna,100000,15,4556,4517,4279,27.432199716567997,results/1/item_solutions/pi-12-1000-1000-001.kna_100000_15_items.csv
pi-12-1000-1000-001.kna,100000,20,4556,4549,3975,29.74497103691101,results/1/item_solutions/pi-12-1000-1000-001.kna_100000_20_items.csv
pi-12-1000-1000-001.kna,100000,5,4556,4532,4476,24.386036157608032,results/1/item_solutions/pi-12-1000-1000-001.kna_100000_5_items.csv
pi-12-1000-1000-001.kna,10000,1,4556,4528,4514,2.2105422019958496,results/1/item_solutions/pi-12-1000-1000-001.kna_10000_1_items.csv
pi-12-1000-1000-001.kna,10000,10,4556,4552,4286,2.273202419281006,results/1/item_solutions/pi-12-1000-1000-001.kna_10000_10_items.csv
pi-12-1000-1000-001.kna,10000,15,4556,4497,4469,2.735210418701172,results/1/item_solutions/pi-12-1000-1000-001.kna_10000_15_items.csv
pi-12-1000-1000-001.kna,10000,20,4556,4545,4013,2.079288959503174,results/1/item_solutions/pi-12-1000-1000-001.kna_10000_20_items.csv
pi-12-1000-1000-001.kna,10000,5,4556,4537,4089,1.95346999168396,results/1/item_solutions/pi-12-1000-1000-001.kna_10000_5_items.csv
pi-12-1000-1000-001.kna,1000,1,4556,4532,4476,0.2186875343322754,results/1/item_solutions/pi-12-1000-1000-001.kna_1000_1_items.csv
pi-12-1000-1000-001.kna,1000,10,4556,4528,4514,0.2182381153106689,results/1/item_solutions/pi-12-1000-1000-001.kna_1000_10_items.csv
pi-12-1000-1000-001.kna,1000,15,4556,4528,4514,0.2766904830932617,results/1/item_solutions/pi-12-1000-1000-001.kna_1000_15_items.csv
pi-12-1000-1000-001.kna,1000,20,4556,4528,4514,0.2378828525543213,results/1/item_solutions/pi-12-1000-1000-001.kna_1000_20_items.csv
pi-12-1000-1000-001.kna,1000,5,4556,4528,4514,0.2913706302642822,results/1/item_solutions/pi-12-1000-1000-001.kna_1000_5_items.csv
pi-12-1000-1000-001.kna,100,1,4556,4540,4400,0.0210342407226562,results/1/item_solutions/pi-12-1000-1000-001.kna_100_1_items.csv
pi-12-1000-1000-001.kna,100,10,4556,4528,4514,0.0302066802978515,results/1/item_solutions/pi-12-1000-1000-001.kna_100_10_items.csv
pi-12-1000-1000-001.kna,100,15,4556,4540,4400,0.0280330181121826,results/1/item_solutions/pi-12-1000-1000-001.kna_100_15_items.csv
pi-12-1000-1000-001.kna,100,20,4556,4528,4514,0.0311417579650878,results/1/item_solutions/pi-12-1000-1000-001.kna_100_20_items.csv
pi-12-1000-1000-001.kna,100,5,4556,4532,4476,0.0260205268859863,results/1/item_solutions/pi-12-1000-1000-001.kna_100_5_items.csv
pi-12-1000-1000-001.kna,500000,1,4556,4502,4082,149.51319432258606,results/1/item_solutions/pi-12-1000-1000-001.kna_500000_1_items.csv
pi-12-1000-1000-001.kna,500000,10,4556,4533,4127,117.74605417251588,results/1/item_solutions/pi-12-1000-1000-001.kna_500000_10_items.csv
pi-12-1000-1000-001.kna,500000,15,4556,4532,4476,127.34297037124634,results/1/item_solutions/pi-12-1000-1000-001.kna_500000_15_items.csv
pi-12-1000-1000-001.kna,500000,20,4556,4528,4514,132.48358607292175,results/1/item_solutions/pi-12-1000-1000-001.kna_500000_20_items.csv
pi-12-1000-1000-001.kna,500000,5,4556,4533,4127,130.34318709373474,results/1/item_solutions/pi-12-1000-1000-001.kna_500000_5_items.csv
pi-12-1000-1000-001.kna,50000,1,4556,4556,4248,10.025272369384766,results/1/item_solutions/pi-12-1000-1000-001.kna_50000_1_items.csv
pi-12-1000-1000-001.kna,50000,10,4556,4497,4469,14.63386583328247,results/1/item_solutions/pi-12-1000-1000-001.kna_50000_10_items.csv
pi-12-1000-1000-001.kna,50000,15,4556,4541,4051,11.29798698425293,results/1/item_solutions/pi-12-1000-1000-001.kna_50000_15_items.csv
pi-12-1000-1000-001.kna,50000,20,4556,4533,4127,11.255826711654665,results/1/item_solutions/pi-12-1000-1000-001.kna_50000_20_items.csv
pi-12-1000-1000-001.kna,50000,5,4556,4532,4476,12.47083592414856,results/1/item_solutions/pi-12-1000-1000-001.kna_50000_5_items.csv
pi-12-1000-1000-001.kna,5000,1,4556,4540,4400,1.0353460311889648,results/1/item_solutions/pi-12-1000-1000-001.kna_5000_1_items.csv
pi-12-1000-1000-001.kna,5000,10,4556,4528,4514,1.2026267051696775,results/1/item_solutions/pi-12-1000-1000-001.kna_5000_10_items.csv
pi-12-1000-1000-001.kna,5000,15,4556,4528,4514,1.0795416831970217,results/1/item_solutions/pi-12-1000-1000-001.kna_5000_15_items.csv
pi-12-1000-1000-001.kna,5000,20,4556,4528,4514,1.3187153339385986,results/1/item_solutions/pi-12-1000-1000-001.kna_5000_20_items.csv
pi-12-1000-1000-001.kna,5000,5,4556,4497,4469,1.2598962783813477,results/1/item_solutions/pi-12-1000-1000-001.kna_5000_5_items.csv
pi-12-1000-1000-001.kna,500,1,4556,4532,4476,0.11668062210083,results/1/item_solutions/pi-12-1000-1000-001.kna_500_1_items.csv
pi-12-1000-1000-001.kna,500,10,4556,4544,4362,0.1127166748046875,results/1/item_solutions/pi-12-1000-1000-001.kna_500_10_items.csv
pi-12-1000-1000-001.kna,500,15,4556,4532,4476,0.1071124076843261,results/1/item_solutions/pi-12-1000-1000-001.kna_500_15_items.csv
pi-12-1000-1000-001.kna,500,20,4556,4528,4514,0.1321973800659179,results/1/item_solutions/pi-12-1000-1000-001.kna_500_20_items.csv
pi-12-1000-1000-001.kna,500,5,4556,4528,4514,0.1184883117675781,results/1/item_solutions/pi-12-1000-1000-001.kna_500_5_items.csv
pi-12-1000-1000-001.kna,50,1,4556,4532,4476,0.0100011825561523,results/1/item_solutions/pi-12-1000-1000-001.kna_50_1_items.csv
pi-12-1000-1000-001.kna,50,10,4556,4528,4514,0.0145032405853271,results/1/item_solutions/pi-12-1000-1000-001.kna_50_10_items.csv
pi-12-1000-1000-001.kna,50,15,4556,4528,4514,0.0119996070861816,results/1/item_solutions/pi-12-1000-1000-001.kna_50_15_items.csv
pi-12-1000-1000-001.kna,50,20,4556,4528,4514,0.0169992446899414,results/1/item_solutions/pi-12-1000-1000-001.kna_50_20_items.csv
pi-12-1000-1000-001.kna,50,5,4556,4532,4476,0.0120341777801513,results/1/item_solutions/pi-12-1000-1000-001.kna_50_5_items.csv
