Nom de la base,Nombre d'iteration,Taille liste Tabou,Poids MAx,Total weight,Total profit,Temps d'execution,Fichier solution
pi-12-100-1000-001.kna,1000000,1,970,970,970,24.819896936416622,results/0/item_solutions/pi-12-100-1000-001.kna_1000000_1_items.csv
pi-12-100-1000-001.kna,1000000,10,970,970,970,0.001002550125122,results/0/item_solutions/pi-12-100-1000-001.kna_1000000_10_items.csv
pi-12-100-1000-001.kna,1000000,15,970,970,970,0.0011265277862548,results/0/item_solutions/pi-12-100-1000-001.kna_1000000_15_items.csv
pi-12-100-1000-001.kna,1000000,20,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_1000000_20_items.csv
pi-12-100-1000-001.kna,1000000,5,970,970,970,0.0010020732879638,results/0/item_solutions/pi-12-100-1000-001.kna_1000000_5_items.csv
pi-12-100-1000-001.kna,100000,1,970,970,970,2.134636402130127,results/0/item_solutions/pi-12-100-1000-001.kna_100000_1_items.csv
pi-12-100-1000-001.kna,100000,10,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_100000_10_items.csv
pi-12-100-1000-001.kna,100000,15,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_100000_15_items.csv
pi-12-100-1000-001.kna,100000,20,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_100000_20_items.csv
pi-12-100-1000-001.kna,100000,5,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_100000_5_items.csv
pi-12-100-1000-001.kna,10000,1,970,970,970,0.2835476398468017,results/0/item_solutions/pi-12-100-1000-001.kna_10000_1_items.csv
pi-12-100-1000-001.kna,10000,10,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_10000_10_items.csv
pi-12-100-1000-001.kna,10000,15,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_10000_15_items.csv
pi-12-100-1000-001.kna,10000,20,970,970,970,0.0010008811950683,results/0/item_solutions/pi-12-100-1000-001.kna_10000_20_items.csv
pi-12-100-1000-001.kna,10000,5,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_10000_5_items.csv
pi-12-100-1000-001.kna,1000,1,970,970,970,0.0283210277557373,results/0/item_solutions/pi-12-100-1000-001.kna_1000_1_items.csv
pi-12-100-1000-001.kna,1000,10,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_1000_10_items.csv
pi-12-100-1000-001.kna,1000,15,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_1000_15_items.csv
pi-12-100-1000-001.kna,1000,20,970,970,970,0.0,results/0/item_solutions/pi-12-100-1000-001.kna_1000_20_items.csv
pi-12-100-1000-001.kna,1000,5,970,970,970,0.0009987354278564,results/0/item_solutions/pi-12-100-1000-001.kna_1000_5_items.csv
pi-12-100-1000-001.kna,100,1,970,951,811,0.0022315979003906,results/0/item_solutions/pi-12-100-1000-001.kna_100_1_items.csv
pi-12-100-1000-001.kna,100,10,970,970,970,0.0011491775512695,results/0/item_solutions/pi-12-100-1000-001.kna_100_10_items.csv
pi-12-100-1000-001.kna,100,15,970,943,887,0.0019998550415039,results/0/item_solutions/pi-12-100-1000-001.kna_100_15_items.csv
